country,country_slug,field,label,group,text,value,unit,as_of,status,age_months,sla_months,confidence,source_publisher,source_url,source_kind
Costa Rica,costa-rica,fly,Flight time from Australia,Logistics,34,34,hours,2026-07,fresh,1,24,high,Thon,https://thonretire.com/method,thon
Costa Rica,costa-rica,health,Healthcare quality,Living,7.8,7.8,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Costa Rica,costa-rica,safety,Safety,Living,6.8,6.8,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Costa Rica,costa-rica,score,Thon best-fit score,Thon composite,77,77,/100,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Costa Rica,costa-rica,tax,Tax on foreign pension,Tax,0%,0,%,2026-07,fresh,1,3,high,"Caja Costarricense de Seguro Social (CCSS), Costa Rica",https://www.ccss.sa.cr/aseguramiento,official
Costa Rica,costa-rica,inc,Min income / assets,Visa & Residency,"$1,000/mo pension",1000,USD/mo,2026-07,fresh,1,3,high,"Dirección General de Migración y Extranjería, Costa Rica",https://migracion.go.cr/,official
Costa Rica,costa-rica,visa,Retirement visa,Visa & Residency,Pensionado,,,2026-07,fresh,1,3,solid,"Dirección General de Migración y Extranjería, Costa Rica",https://migracion.go.cr/,official
Costa Rica,costa-rica,pr,Path to permanent residency,Visa & Residency,3 yrs,,,2026-07,fresh,1,3,solid,"Dirección General de Migración y Extranjería, Costa Rica",https://migracion.go.cr/,official
Costa Rica,costa-rica,inherit,Inheritance / estate tax,Tax,No inheritance tax,,,2026-07,fresh,1,24,solid,"Caja Costarricense de Seguro Social (CCSS), Costa Rica",https://www.ccss.sa.cr/aseguramiento,official
Costa Rica,costa-rica,prop,Foreign property ownership,Finance & Property,Yes — freehold,,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Costa Rica,costa-rica,minAge,Minimum age,Visa & Residency,18 — pension-based,,,2026-07,fresh,1,3,solid,"Dirección General de Migración y Extranjería, Costa Rica",https://migracion.go.cr/,official
Costa Rica,costa-rica,taxResDays,Tax-residency threshold,Tax,183 days (foreign income exempt),183,days,2026-07,fresh,1,6,high,"Caja Costarricense de Seguro Social (CCSS), Costa Rica",https://www.ccss.sa.cr/aseguramiento,official
Costa Rica,costa-rica,citPath,Path to citizenship,Visa & Residency,7 yrs residence,7,years,2026-07,fresh,1,3,high,"Dirección General de Migración y Extranjería, Costa Rica",https://migracion.go.cr/,official
Costa Rica,costa-rica,deposit,Deposit / bond required,Finance & Property,~$300+/person refundable,300,USD,2026-07,fresh,1,3,high,"Dirección General de Migración y Extranjería, Costa Rica",https://migracion.go.cr/,official
Costa Rica,costa-rica,setupCost,Cost to establish residency,Finance & Property,~$1.5–3k legal + fees,1500,USD,2026-07,fresh,1,3,high,"Dirección General de Migración y Extranjería, Costa Rica",https://migracion.go.cr/,official
Costa Rica,costa-rica,propTax,Annual property tax,Tax,0.25%/yr + luxury home tax,0.25,%,2026-07,fresh,1,3,high,"Caja Costarricense de Seguro Social (CCSS), Costa Rica",https://www.ccss.sa.cr/aseguramiento,official
Costa Rica,costa-rica,cgt,Capital gains tax,Tax,0% on foreign assets,0,%,2026-07,fresh,1,3,high,"Caja Costarricense de Seguro Social (CCSS), Costa Rica",https://www.ccss.sa.cr/aseguramiento,official
Costa Rica,costa-rica,procTime,Visa processing time,Visa & Residency,8–14 months (backlog),,,2026-07,fresh,1,6,solid,"Dirección General de Migración y Extranjería, Costa Rica",https://migracion.go.cr/,official
Costa Rica,costa-rica,heirship,Forced-heirship rules,Finance & Property,Mostly free; support duties,,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Costa Rica,costa-rica,insReq,Health insurance required,Logistics,Yes — CCSS enrolment,,,2026-07,fresh,1,3,solid,"Dirección General de Migración y Extranjería, Costa Rica",https://migracion.go.cr/,official
Costa Rica,costa-rica,renew,Visa renewal ease,Logistics,2-yr renewals until PR,,,2026-07,fresh,1,3,solid,"Dirección General de Migración y Extranjería, Costa Rica",https://migracion.go.cr/,official
Costa Rica,costa-rica,deps,Provision for dependents,Logistics,Yes — spouse & kids included,,,2026-07,fresh,1,3,solid,"Dirección General de Migración y Extranjería, Costa Rica",https://migracion.go.cr/,official
Greece,greece,costUsd,Cost of living,Living,2200,2200,USD/mo,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Greece,greece,fly,Flight time from Australia,Logistics,25,25,hours,2026-07,fresh,1,24,high,Thon,https://thonretire.com/method,thon
Greece,greece,health,Healthcare quality,Living,7.9,7.9,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Greece,greece,safety,Safety,Living,7.8,7.8,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Greece,greece,score,Thon best-fit score,Thon composite,81,81,/100,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Greece,greece,tax,Tax on foreign pension,Tax,7%,7,%,2026-07,fresh,1,3,high,"Independent Authority for Public Revenue (AADE), Greece",https://www.aade.gr/en/greeks-abroad-non-residents/income-taxation/tax-incentives-order-attract-new-tax-residents,official
Greece,greece,inc,Min income / assets,Visa & Residency,"€3,500/mo or €126k",3500,EUR/mo,2026-07,fresh,1,3,high,"Ministry of Migration and Asylum, Greece",https://migration.gov.gr/en/gas/aitoyntes-kai-dikaioychoi/adeies-diamonis/,official
Greece,greece,visa,Retirement visa,Visa & Residency,FIP Visa,,,2026-07,fresh,1,3,solid,"Ministry of Migration and Asylum, Greece",https://migration.gov.gr/en/gas/aitoyntes-kai-dikaioychoi/adeies-diamonis/,official
Greece,greece,pr,Path to permanent residency,Visa & Residency,5 yrs,,,2026-07,fresh,1,3,solid,"Ministry of Migration and Asylum, Greece",https://migration.gov.gr/en/gas/aitoyntes-kai-dikaioychoi/adeies-diamonis/,official
Greece,greece,inherit,Inheritance / estate tax,Tax,1–10% (low for close kin),,,2026-07,fresh,1,24,solid,"Independent Authority for Public Revenue (AADE), Greece",https://www.aade.gr/en/greeks-abroad-non-residents/income-taxation/tax-incentives-order-attract-new-tax-residents,official
Greece,greece,prop,Foreign property ownership,Finance & Property,Yes,,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Greece,greece,minAge,Minimum age,Visa & Residency,None (18+),18,years,2026-07,fresh,1,3,high,"Ministry of Migration and Asylum, Greece",https://migration.gov.gr/en/gas/aitoyntes-kai-dikaioychoi/adeies-diamonis/,official
Greece,greece,taxResDays,Tax-residency threshold,Tax,183 days or vital interests,183,days,2026-07,fresh,1,6,high,"Independent Authority for Public Revenue (AADE), Greece",https://www.aade.gr/en/greeks-abroad-non-residents/income-taxation/tax-incentives-order-attract-new-tax-residents,official
Greece,greece,citPath,Path to citizenship,Visa & Residency,7 yrs + Greek language exam,7,years,2026-07,fresh,1,3,high,"Ministry of Migration and Asylum, Greece",https://migration.gov.gr/en/gas/aitoyntes-kai-dikaioychoi/adeies-diamonis/,official
Greece,greece,deposit,Deposit / bond required,Finance & Property,"€3,500/mo income or €126k deposit",3500,EUR/mo,2026-07,fresh,1,3,high,"Ministry of Migration and Asylum, Greece",https://migration.gov.gr/en/gas/aitoyntes-kai-dikaioychoi/adeies-diamonis/,official
Greece,greece,setupCost,Cost to establish residency,Finance & Property,~€2–4k (€1k permit + legal),2000,EUR,2026-07,fresh,1,3,high,"Ministry of Migration and Asylum, Greece",https://migration.gov.gr/en/gas/aitoyntes-kai-dikaioychoi/adeies-diamonis/,official
Greece,greece,propTax,Annual property tax,Tax,ENFIA — few hundred €/yr,,,2026-07,fresh,1,3,solid,"Independent Authority for Public Revenue (AADE), Greece",https://www.aade.gr/en/greeks-abroad-non-residents/income-taxation/tax-incentives-order-attract-new-tax-residents,official
Greece,greece,cgt,Capital gains tax,Tax,7% under regime; else 15%,7,%,2026-07,fresh,1,3,high,"Independent Authority for Public Revenue (AADE), Greece",https://www.aade.gr/en/greeks-abroad-non-residents/income-taxation/tax-incentives-order-attract-new-tax-residents,official
Greece,greece,procTime,Visa processing time,Visa & Residency,~10d visa; permit 2–4 mo,,,2026-07,fresh,1,6,solid,"Ministry of Migration and Asylum, Greece",https://migration.gov.gr/en/gas/aitoyntes-kai-dikaioychoi/adeies-diamonis/,official
Greece,greece,heirship,Forced-heirship rules,Finance & Property,Forced heirship; will can elect AU law,,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Greece,greece,insReq,Health insurance required,Logistics,Yes,,,2026-07,fresh,1,3,solid,"Ministry of Migration and Asylum, Greece",https://migration.gov.gr/en/gas/aitoyntes-kai-dikaioychoi/adeies-diamonis/,official
Greece,greece,renew,Visa renewal ease,Logistics,3-yr permit; needs 183 d/yr stay,,,2026-07,fresh,1,3,solid,"Ministry of Migration and Asylum, Greece",https://migration.gov.gr/en/gas/aitoyntes-kai-dikaioychoi/adeies-diamonis/,official
Greece,greece,deps,Provision for dependents,Logistics,Yes — +20% spouse income,,,2026-07,fresh,1,3,solid,"Ministry of Migration and Asylum, Greece",https://migration.gov.gr/en/gas/aitoyntes-kai-dikaioychoi/adeies-diamonis/,official
Mexico,mexico,costUsd,Cost of living,Living,1700,1700,USD/mo,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Mexico,mexico,fly,Flight time from Australia,Logistics,18,18,hours,2026-07,fresh,1,24,high,Thon,https://thonretire.com/method,thon
Mexico,mexico,health,Healthcare quality,Living,7.5,7.5,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Mexico,mexico,safety,Safety,Living,6,6,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Mexico,mexico,score,Thon best-fit score,Thon composite,76,76,/100,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Mexico,mexico,tax,Tax on foreign pension,Tax,1.92–35%,1.92,%,2026-07,fresh,1,3,high,"Servicio de Administración Tributaria (SAT), Mexico",https://www.sat.gob.mx/portal/public/personas-fisicas/residentes-en-el-extranjero-sin-establecimiento,official
Mexico,mexico,inc,Min income / assets,Visa & Residency,"~$4,400/mo or ~$74k",4400,USD/mo,2026-07,fresh,1,3,high,"Secretaría de Relaciones Exteriores / INM, Mexico",https://www.gob.mx/tramites/ficha/visa-de-residencia-temporal/SRE260,official
Mexico,mexico,visa,Retirement visa,Visa & Residency,Temporary Resident,,,2026-07,fresh,1,3,solid,"Secretaría de Relaciones Exteriores / INM, Mexico",https://www.gob.mx/tramites/ficha/visa-de-residencia-temporal/SRE260,official
Mexico,mexico,pr,Path to permanent residency,Visa & Residency,4 yrs,,,2026-07,fresh,1,3,solid,"Secretaría de Relaciones Exteriores / INM, Mexico",https://www.gob.mx/tramites/ficha/visa-de-residencia-temporal/SRE260,official
Mexico,mexico,inherit,Inheritance / estate tax,Tax,No federal inheritance tax,,,2026-07,fresh,1,24,solid,"Servicio de Administración Tributaria (SAT), Mexico",https://www.sat.gob.mx/portal/public/personas-fisicas/residentes-en-el-extranjero-sin-establecimiento,official
Mexico,mexico,prop,Foreign property ownership,Finance & Property,Coast/border via trust,,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Mexico,mexico,minAge,Minimum age,Visa & Residency,None — income is the gate,18,years,2026-07,fresh,1,3,high,"Secretaría de Relaciones Exteriores / INM, Mexico",https://www.gob.mx/tramites/ficha/visa-de-residencia-temporal/SRE260,official
Mexico,mexico,taxResDays,Tax-residency threshold,Tax,183 days or centre of vital interests,183,days,2026-07,fresh,1,6,high,"Servicio de Administración Tributaria (SAT), Mexico",https://www.sat.gob.mx/portal/public/personas-fisicas/residentes-en-el-extranjero-sin-establecimiento,official
Mexico,mexico,citPath,Path to citizenship,Visa & Residency,5 yrs + Spanish/history exam — feasible,5,years,2026-07,fresh,1,3,high,"Secretaría de Relaciones Exteriores / INM, Mexico",https://www.gob.mx/tramites/ficha/visa-de-residencia-temporal/SRE260,official
Mexico,mexico,deposit,Deposit / bond required,Finance & Property,None — income/savings proof (12 mo held),,,2026-07,fresh,1,3,solid,"Secretaría de Relaciones Exteriores / INM, Mexico",https://www.gob.mx/tramites/ficha/visa-de-residencia-temporal/SRE260,official
Mexico,mexico,setupCost,Cost to establish residency,Finance & Property,"~$600–1,500 incl. facilitator",600,USD,2026-07,fresh,1,3,high,"Secretaría de Relaciones Exteriores / INM, Mexico",https://www.gob.mx/tramites/ficha/visa-de-residencia-temporal/SRE260,official
Mexico,mexico,propTax,Annual property tax,Tax,Predial ~0.1–0.3% — $300–800/yr,0.1,%,2026-07,fresh,1,3,high,"Servicio de Administración Tributaria (SAT), Mexico",https://www.sat.gob.mx/portal/public/personas-fisicas/residentes-en-el-extranjero-sin-establecimiento,official
Mexico,mexico,cgt,Capital gains tax,Tax,"Foreign gains as ordinary income, to 35%",35,%,2026-07,fresh,1,3,high,"Servicio de Administración Tributaria (SAT), Mexico",https://www.sat.gob.mx/portal/public/personas-fisicas/residentes-en-el-extranjero-sin-establecimiento,official
Mexico,mexico,procTime,Visa processing time,Visa & Residency,~1–3 mo (consulate + INM canje),,,2026-07,fresh,1,6,solid,"Secretaría de Relaciones Exteriores / INM, Mexico",https://www.gob.mx/tramites/ficha/visa-de-residencia-temporal/SRE260,official
Mexico,mexico,heirship,Forced-heirship rules,Finance & Property,None — free testation; inheritances exempt,,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Mexico,mexico,insReq,Health insurance required,Logistics,No — not required for visa,,,2026-07,fresh,1,3,solid,"Secretaría de Relaciones Exteriores / INM, Mexico",https://www.gob.mx/tramites/ficha/visa-de-residencia-temporal/SRE260,official
Mexico,mexico,renew,Visa renewal ease,Logistics,Yr-1 card then 3-yr; PR = no renewals,,,2026-07,fresh,1,3,solid,"Secretaría de Relaciones Exteriores / INM, Mexico",https://www.gob.mx/tramites/ficha/visa-de-residencia-temporal/SRE260,official
Mexico,mexico,deps,Provision for dependents,Logistics,Spouse via family unity; couple fee discount,,,2026-07,fresh,1,3,solid,"Secretaría de Relaciones Exteriores / INM, Mexico",https://www.gob.mx/tramites/ficha/visa-de-residencia-temporal/SRE260,official
Mauritius,mauritius,costUsd,Cost of living,Living,2000,2000,USD/mo,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Mauritius,mauritius,fly,Flight time from Australia,Logistics,12,12,hours,2026-07,fresh,1,24,high,Thon,https://thonretire.com/method,thon
Mauritius,mauritius,health,Healthcare quality,Living,7,7,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Mauritius,mauritius,safety,Safety,Living,7.4,7.4,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Mauritius,mauritius,score,Thon best-fit score,Thon composite,76,76,/100,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Mauritius,mauritius,tax,Tax on foreign pension,Tax,0–20%,0,%,2026-07,fresh,1,3,high,"Mauritius Revenue Authority (MRA), Mauritius",https://www.mra.mu/individuals/foreign-income,official
Mauritius,mauritius,inc,Min income / assets,Visa & Residency,"$2,000/mo transfer",2000,USD/mo,2026-07,fresh,1,3,high,"Economic Development Board (EDB), Mauritius",https://news.edbmauritius.org/2021-january-silver-economy/,official
Mauritius,mauritius,visa,Retirement visa,Visa & Residency,Retired Non-Citizen,,,2026-07,fresh,1,3,solid,"Economic Development Board (EDB), Mauritius",https://news.edbmauritius.org/2021-january-silver-economy/,official
Mauritius,mauritius,pr,Path to permanent residency,Visa & Residency,5 yrs + $200k,,,2026-07,fresh,1,3,solid,"Economic Development Board (EDB), Mauritius",https://news.edbmauritius.org/2021-january-silver-economy/,official
Mauritius,mauritius,inherit,Inheritance / estate tax,Tax,No inheritance tax,,,2026-07,fresh,1,24,solid,"Mauritius Revenue Authority (MRA), Mauritius",https://www.mra.mu/individuals/foreign-income,official
Mauritius,mauritius,prop,Foreign property ownership,Finance & Property,Approved schemes (min $375k),,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Mauritius,mauritius,minAge,Minimum age,Visa & Residency,50,,,2026-07,fresh,1,3,solid,"Economic Development Board (EDB), Mauritius",https://news.edbmauritius.org/2021-january-silver-economy/,official
Mauritius,mauritius,taxResDays,Tax-residency threshold,Tax,183 days (or 270 over 3 yrs),183,days,2026-07,fresh,1,6,high,"Mauritius Revenue Authority (MRA), Mauritius",https://www.mra.mu/individuals/foreign-income,official
Mauritius,mauritius,citPath,Path to citizenship,Visa & Residency,5–7 yrs — rarely granted in practice,7,years,2026-07,fresh,1,3,high,"Economic Development Board (EDB), Mauritius",https://news.edbmauritius.org/2021-january-silver-economy/,official
Mauritius,mauritius,deposit,Deposit / bond required,Finance & Property,No lump sum — transfer $2k/mo to local bank,2000,USD/mo,2026-07,fresh,1,3,high,"Economic Development Board (EDB), Mauritius",https://news.edbmauritius.org/2021-january-silver-economy/,official
Mauritius,mauritius,setupCost,Cost to establish residency,Finance & Property,~$2–3.5k incl. agent,2000,USD,2026-07,fresh,1,3,high,"Economic Development Board (EDB), Mauritius",https://news.edbmauritius.org/2021-january-silver-economy/,official
Mauritius,mauritius,propTax,Annual property tax,Tax,None annual,,,2026-07,fresh,1,3,solid,"Mauritius Revenue Authority (MRA), Mauritius",https://www.mra.mu/individuals/foreign-income,official
Mauritius,mauritius,cgt,Capital gains tax,Tax,None — no capital gains tax,,,2026-07,fresh,1,3,solid,"Mauritius Revenue Authority (MRA), Mauritius",https://www.mra.mu/individuals/foreign-income,official
Mauritius,mauritius,procTime,Visa processing time,Visa & Residency,~4–8 wks via EDB,,,2026-07,fresh,1,6,solid,"Economic Development Board (EDB), Mauritius",https://news.edbmauritius.org/2021-january-silver-economy/,official
Mauritius,mauritius,heirship,Forced-heirship rules,Finance & Property,FORCED heirship (French code) on MU assets,,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Mauritius,mauritius,insReq,Health insurance required,Logistics,No — medical certificate only,,,2026-07,fresh,1,3,solid,"Economic Development Board (EDB), Mauritius",https://news.edbmauritius.org/2021-january-silver-economy/,official
Mauritius,mauritius,renew,Visa renewal ease,Logistics,10-yr permit; annual proof of $24k transfers,,,2026-07,fresh,1,3,solid,"Economic Development Board (EDB), Mauritius",https://news.edbmauritius.org/2021-january-silver-economy/,official
Mauritius,mauritius,deps,Provision for dependents,Logistics,Spouse + dependent children included,,,2026-07,fresh,1,3,solid,"Economic Development Board (EDB), Mauritius",https://news.edbmauritius.org/2021-january-silver-economy/,official
Philippines,philippines,costUsd,Cost of living,Living,1500,1500,USD/mo,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Philippines,philippines,fly,Flight time from Australia,Logistics,8,8,hours,2026-07,fresh,1,24,high,Thon,https://thonretire.com/method,thon
Philippines,philippines,health,Healthcare quality,Living,6.8,6.8,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Philippines,philippines,safety,Safety,Living,6,6,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Philippines,philippines,score,Thon best-fit score,Thon composite,83,83,/100,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Philippines,philippines,tax,Tax on foreign pension,Tax,0%,0,%,2026-07,fresh,1,3,high,"Bureau of Internal Revenue (BIR), Philippines",https://www.bir.gov.ph/taxationofforeignsourceincome,official
Philippines,philippines,inc,Min income / assets,Visa & Residency,"$15k dep. (50+, pension)",15000,USD,2026-07,fresh,1,3,high,"Philippine Retirement Authority (PRA), Philippines",https://pra.gov.ph/srrv/,official
Philippines,philippines,visa,Retirement visa,Visa & Residency,SRRV Classic,,,2026-07,fresh,1,3,solid,"Philippine Retirement Authority (PRA), Philippines",https://pra.gov.ph/srrv/,official
Philippines,philippines,pr,Path to permanent residency,Visa & Residency,Permanent,,,2026-07,fresh,1,3,solid,"Philippine Retirement Authority (PRA), Philippines",https://pra.gov.ph/srrv/,official
Philippines,philippines,inherit,Inheritance / estate tax,Tax,Estate tax 6%,,,2026-07,fresh,1,24,solid,"Bureau of Internal Revenue (BIR), Philippines",https://www.bir.gov.ph/taxationofforeignsourceincome,official
Philippines,philippines,prop,Foreign property ownership,Finance & Property,Condo only (no land),,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Philippines,philippines,minAge,Minimum age,Visa & Residency,40 (since 2025; 50+ pays less),50,years,2026-07,fresh,1,3,high,"Philippine Retirement Authority (PRA), Philippines",https://pra.gov.ph/srrv/,official
Philippines,philippines,taxResDays,Tax-residency threshold,Tax,Irrelevant — source-based system,,,2026-07,fresh,1,6,solid,"Bureau of Internal Revenue (BIR), Philippines",https://www.bir.gov.ph/taxationofforeignsourceincome,official
Philippines,philippines,citPath,Path to citizenship,Visa & Residency,10 yrs; must renounce AU — impractical,10,years,2026-07,fresh,1,3,high,"Philippine Retirement Authority (PRA), Philippines",https://pra.gov.ph/srrv/,official
Philippines,philippines,deposit,Deposit / bond required,Finance & Property,"$15k (50+, pension ≥$800/mo) or $30k without",15000,USD,2026-07,fresh,1,3,high,"Philippine Retirement Authority (PRA), Philippines",https://pra.gov.ph/srrv/,official
Philippines,philippines,setupCost,Cost to establish residency,Finance & Property,~$2.5–4k + deposit,2500,USD,2026-07,fresh,1,3,high,"Philippine Retirement Authority (PRA), Philippines",https://pra.gov.ph/srrv/,official
Philippines,philippines,propTax,Annual property tax,Tax,RPT ≈0.2–0.5% of market value,0.2,%,2026-07,fresh,1,3,high,"Bureau of Internal Revenue (BIR), Philippines",https://www.bir.gov.ph/taxationofforeignsourceincome,official
Philippines,philippines,cgt,Capital gains tax,Tax,0% on foreign assets,0,%,2026-07,fresh,1,3,high,"Bureau of Internal Revenue (BIR), Philippines",https://www.bir.gov.ph/taxationofforeignsourceincome,official
Philippines,philippines,procTime,Visa processing time,Visa & Residency,~30–45 working days (PRA),,,2026-07,fresh,1,6,solid,"Philippine Retirement Authority (PRA), Philippines",https://pra.gov.ph/srrv/,official
Philippines,philippines,heirship,Forced-heirship rules,Finance & Property,AU law governs your succession; estate tax 6%,,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Philippines,philippines,insReq,Health insurance required,Logistics,Yes — health policy required for SRRV,,,2026-07,fresh,1,3,solid,"Philippine Retirement Authority (PRA), Philippines",https://pra.gov.ph/srrv/,official
Philippines,philippines,renew,Visa renewal ease,Logistics,None — annual $360 PRA fee; 2-yr ID cycle,,,2026-07,fresh,1,3,solid,"Philippine Retirement Authority (PRA), Philippines",https://pra.gov.ph/srrv/,official
Philippines,philippines,deps,Provision for dependents,Logistics,Spouse + 2 deps in annual fee; $300 each,,,2026-07,fresh,1,3,solid,"Philippine Retirement Authority (PRA), Philippines",https://pra.gov.ph/srrv/,official
Italy,italy,costUsd,Cost of living,Living,2400,2400,USD/mo,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Italy,italy,fly,Flight time from Australia,Logistics,24,24,hours,2026-07,fresh,1,24,high,Thon,https://thonretire.com/method,thon
Italy,italy,health,Healthcare quality,Living,8.6,8.6,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Italy,italy,safety,Safety,Living,7.9,7.9,/10,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Italy,italy,score,Thon best-fit score,Thon composite,80,80,/100,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Italy,italy,tax,Tax on foreign pension,Tax,7%,7,%,2026-07,fresh,1,3,high,"Agenzia delle Entrate, Italy",https://www.agenziaentrate.gov.it/portale/schede/agevolazioni/regime-opzionale-per-i-pensionati-esteri-che-cose-cittadini,official
Italy,italy,inc,Min income / assets,Visa & Residency,~€31k/yr passive,31000,EUR/yr,2026-07,fresh,1,3,high,"Ministero degli Affari Esteri e della Cooperazione Internazionale, Italy",https://www.esteri.it/mae/normative/dmae12.7.00.pdf,official
Italy,italy,visa,Retirement visa,Visa & Residency,Elective Residence,,,2026-07,fresh,1,3,solid,"Ministero degli Affari Esteri e della Cooperazione Internazionale, Italy",https://www.esteri.it/mae/normative/dmae12.7.00.pdf,official
Italy,italy,pr,Path to permanent residency,Visa & Residency,5 yrs,,,2026-07,fresh,1,3,solid,"Ministero degli Affari Esteri e della Cooperazione Internazionale, Italy",https://www.esteri.it/mae/normative/dmae12.7.00.pdf,official
Italy,italy,inherit,Inheritance / estate tax,Tax,4–8% + forced heirship,,,2026-07,fresh,1,24,solid,"Agenzia delle Entrate, Italy",https://www.agenziaentrate.gov.it/portale/schede/agevolazioni/regime-opzionale-per-i-pensionati-esteri-che-cose-cittadini,official
Italy,italy,prop,Foreign property ownership,Finance & Property,Yes,,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Italy,italy,minAge,Minimum age,Visa & Residency,None — passive income is the gate,18,years,2026-07,fresh,1,3,high,"Ministero degli Affari Esteri e della Cooperazione Internazionale, Italy",https://www.esteri.it/mae/normative/dmae12.7.00.pdf,official
Italy,italy,taxResDays,Tax-residency threshold,Tax,183 days or registered residence,183,days,2026-07,fresh,1,6,high,"Agenzia delle Entrate, Italy",https://www.agenziaentrate.gov.it/portale/schede/agevolazioni/regime-opzionale-per-i-pensionati-esteri-che-cose-cittadini,official
Italy,italy,citPath,Path to citizenship,Visa & Residency,10 yrs + B1 Italian — slow but real,10,years,2026-07,fresh,1,3,high,"Ministero degli Affari Esteri e della Cooperazione Internazionale, Italy",https://www.esteri.it/mae/normative/dmae12.7.00.pdf,official
Italy,italy,deposit,Deposit / bond required,Finance & Property,None — income/savings proof only,,,2026-07,fresh,1,3,solid,"Ministero degli Affari Esteri e della Cooperazione Internazionale, Italy",https://www.esteri.it/mae/normative/dmae12.7.00.pdf,official
Italy,italy,setupCost,Cost to establish residency,Finance & Property,~$2.5–6k incl. lawyer,2500,USD,2026-07,fresh,1,3,high,"Ministero degli Affari Esteri e della Cooperazione Internazionale, Italy",https://www.esteri.it/mae/normative/dmae12.7.00.pdf,official
Italy,italy,propTax,Annual property tax,Tax,IMU ~0.46–1.06% (primary non-luxury home exempt),0.46,%,2026-07,fresh,1,3,high,"Agenzia delle Entrate, Italy",https://www.agenziaentrate.gov.it/portale/schede/agevolazioni/regime-opzionale-per-i-pensionati-esteri-che-cose-cittadini,official
Italy,italy,cgt,Capital gains tax,Tax,26% standard; 7% under flat regime,26,%,2026-07,fresh,1,3,high,"Agenzia delle Entrate, Italy",https://www.agenziaentrate.gov.it/portale/schede/agevolazioni/regime-opzionale-per-i-pensionati-esteri-che-cose-cittadini,official
Italy,italy,procTime,Visa processing time,Visa & Residency,2–4 mo — discretionary consulate,,,2026-07,fresh,1,6,solid,"Ministero degli Affari Esteri e della Cooperazione Internazionale, Italy",https://www.esteri.it/mae/normative/dmae12.7.00.pdf,official
Italy,italy,heirship,Forced-heirship rules,Finance & Property,Forced heirship — but AU law electable by will (Brussels IV),,,2026-07,fresh,1,24,solid,National civil and property code,,secondary
Italy,italy,insReq,Health insurance required,Logistics,Yes — private cover ≥€30k/yr for visa,,,2026-07,fresh,1,3,solid,"Ministero degli Affari Esteri e della Cooperazione Internazionale, Italy",https://www.esteri.it/mae/normative/dmae12.7.00.pdf,official
Italy,italy,renew,Visa renewal ease,Logistics,Annual permesso early yrs — questura queues,,,2026-07,fresh,1,3,solid,"Ministero degli Affari Esteri e della Cooperazione Internazionale, Italy",https://www.esteri.it/mae/normative/dmae12.7.00.pdf,official
Italy,italy,deps,Provision for dependents,Logistics,Spouse OK — couple bar ~€38k/yr,,,2026-07,fresh,1,3,solid,"Ministero degli Affari Esteri e della Cooperazione Internazionale, Italy",https://www.esteri.it/mae/normative/dmae12.7.00.pdf,official
Spain,spain,costUsd,Cost of living,Living,2500,2500,USD/mo,2026-07,fresh,1,6,high,Thon,https://thonretire.com/method,thon
Spain,spain,fly,Flight time from Australia,Logistics,24,24,hours,2026-07,fresh,1,24,high,Thon,https://thonretire.com/method,thon
